夏园	xia'yuan
开发区立交桥北	kai'fa'qu'li'jiao'qiao'bei
康南路口	kang'nan'lu'kou
小迳村	xiao'jing'cun
南岗沧头	nan'gang'cang'tou
沙村	sha'cun
太平洋工业区	tai'ping'yang'gong'ye'qu
新康花园北门	xin'kang'hua'yuan'bei'men
新好景	xin'hao'jing
群星花园	qun'xing'hua'yuan
新塘总站	xin'tang'zong'zhan
广虎站	guang'hu'zhan
丽康居	li'kang'ju
同德围总站	tong'de'wei'zong'zhan
石牌东路北	shi'pai'dong'lu'bei
石牌东路南	shi'pai'dong'lu'nan
南箕路总站	nan'ji'lu'zong'zhan
邓岗小区	deng'gang'xiao'qu
纸厂市场	zhi'chang'shi'chang
工业大道口	gong'ye'da'dao'kou
宝业路	bao'ye'lu
宝业路口	bao'ye'lu'kou
法政路	fa'zheng'lu
燕翔路	yan'xiang'lu
芳村丰年路总站	fang'cun'feng'nian'lu'zong'zhan
白云花园	bai'yun'hua'yuan
机务段总站	ji'wu'duan'zong'zhan
机务大街	ji'wu'da'jie
滨江东路总站	bin'jiang'dong'lu'zong'zhan
聚德路	ju'de'lu
大塘总站	da'tang'zong'zhan
警察学校	jing'cha'xue'xiao
健乐医院	jian'le'yi'yuan
石井庆丰总站	shi'jing'qing'feng'zong'zhan
石基村口	shi'ji'cun'kou
黄埔村南村口	huang'pu'cun'nan'cun'kou
琶洲石基村总站	pa'zhou'shi'ji'cun'zong'zhan
纸厂横马路	zhi'chang'heng'ma'lu
善贤路	shan'xian'lu
浔峰山东路北	xun'feng'shan'dong'lu'bei
金名都	jin'ming'dou
洲村	zhou'cun
洲村市场	zhou'cun'shi'chang
草场	cao'chang
草场工业区	cao'chang'gong'ye'qu
丰岗收费站	feng'gang'shou'fei'zhan
丰岗	feng'gang
流潮	liu'chao
南海管业城	nan'hai'guan'ye'cheng
佛山模具城	fo'shan'mu'ju'cheng
下亨田村	xia'heng'tian'cun
河村口	he'cun'kou
旗峰小学	qi'feng'xiao'xue
里水汽车客运站	li'shui'qi'che'ke'yun'zhan
银印	yin'yin
邓岗	deng'gang
里水桥南	li'shui'qiao'nan
新天地广场	xin'tian'di'guang'chang
得金工业区路口	de'jin'gong'ye'qu'lu'kou
白岗市场	bai'gang'shi'chang
和顺车站总站	he'shun'che'zhan'zong'zhan
甘蕉	gan'jiao
石井潭村总站	shi'jing'tan'cun'zong'zhan
南方大厦总站	nan'fang'da'sha'zong'zhan
南洲花园	nan'zhou'hua'yuan
南洲北路	nan'zhou'bei'lu
盈丰路	ying'feng'lu
南洲北路总站	nan'zhou'bei'lu'zong'zhan
瑞宝小学	rui'bao'xiao'xue
同德围总站	tong'de'wei'zong'zhan
金湖雅苑总站	jin'hu'ya'yuan'zong'zhan
光大花园	guang'da'hua'yuan
江南大道南	jiang'nan'da'dao'nan
江燕路口	jiang'yan'lu'kou
汇侨南路	hui'qiao'nan'lu
汇侨新城总站	hui'qiao'xin'cheng'zong'zhan
黄石北路口	huang'shi'bei'lu'kou
黄石东总站	huang'shi'dong'zong'zhan
平云路北	ping'yun'lu'bei
平云路中	ping'yun'lu'zhong
员村一横路	yuan'cun'yi'heng'lu
员村一横路总站	yuan'cun'yi'heng'lu'zong'zhan
白云山中药厂	bai'yun'shan'zhong'yao'chang
金湖住宅区	jin'hu'zhu'zhai'qu
金盘岭教练场	jin'pan'ling'jiao'lian'chang
公用事业技校	gong'yong'shi'ye'ji'xiao
市交通技工学校	shi'jiao'tong'ji'gong'xue'xiao
友好老年公寓	you'hao'lao'nian'gong'yu
寿星大厦	shou'xing'da'sha
友好医院	you'hao'yi'yuan
大源	da'yuan
大源北	da'yuan'bei
茶山庄	cha'shan'zhuang
百足桥	bai'zu'qiao
大源路北	da'yuan'lu'bei
上南村	shang'nan'cun
一一五中学	yi'yi'wu'zhong'xue
罗洞村口	luo'dong'cun'kou
米龙村	mi'long'cun
太和中路	tai'he'zhong'lu
太和文化广场	tai'he'wen'hua'guang'chang
太和	tai'he
太和总站	tai'he'zong'zhan
太和南路	tai'he'nan'lu
南洲北路	nan'zhou'bei'lu
建设六马路	jian'she'liu'ma'lu
南燕路	nan'yan'lu
石榴岗总站	shi'liu'gang'zong'zhan
新滘东路东	xin'jiao'dong'lu'dong
赤沙牌坊	chi'sha'pai'fang
聚德西路	ju'de'xi'lu
嘉禾	jia'he
市交校	shi'jiao'xiao
望岗	wang'gang
七星岗路东	qi'xing'gang'lu'dong
七星岗路	qi'xing'gang'lu
七星岗	qi'xing'gang
罗岗村	luo'gang'cun
罗岗市场	luo'gang'shi'chang
罗岗村委	luo'gang'cun'wei
广信中学	guang'xin'zhong'xue
七星岗总站	qi'xing'gang'zong'zhan
鹤南	he'nan
小洲	xiao'zhou
小洲村	xiao'zhou'cun
外环西路总站	wai'huan'xi'lu'zong'zhan
瑞宝乡总站	rui'bao'xiang'zong'zhan
江泰路	jiang'tai'lu
江南大道南	jiang'nan'da'dao'nan
江泰路口	jiang'tai'lu'kou
红星平安大道南	hong'xing'ping'an'da'dao'nan
红星工业路南	hong'xing'gong'ye'lu'nan
红星工业路北	hong'xing'gong'ye'lu'bei
浮山大街口	fu'shan'da'jie'kou
石井红星村总站	shi'jing'hong'xing'cun'zong'zhan
地铁小坪站	di'tie'xiao'ping'zhan
七星岗路口	qi'xing'gang'lu'kou
新科工业区	xin'ke'gong'ye'qu
科甲水	ke'jia'shui
嘉禾长湴	jia'he'zhang'ban
长湴工业街	zhang'ban'gong'ye'jie
长湴工业街口	zhang'ban'gong'ye'jie'kou
嘉禾长湴总站	jia'he'zhang'ban'zong'zhan
芳兴路	fang'xing'lu
永盛市场	yong'sheng'shi'chang
土特产批发市场	tu'te'chan'pi'fa'shi'chang
中南花园	zhong'nan'hua'yuan
洞庭路	dong'ting'lu
大转弯夹板城	da'zhuan'wan'jia'ban'cheng
联安	lian'an
虎榜路口	hu'bang'lu'kou
盐步医院	yan'bu'yi'yuan
盐步中学	yan'bu'zhong'xue
直街社区	zhi'jie'she'qu
河西大道东	he'xi'da'dao'dong
华夏北	hua'xia'bei
碧翠华庭	bi'cui'hua'ting
盐步大道北	yan'bu'da'dao'bei
虎榜市场	hu'bang'shi'chang
三眼桥	san'yan'qiao
雅居蓝湾	ya'ju'lan'wan
穗盐路总站	sui'yan'lu'zong'zhan
汇彩路口	hui'cai'lu'kou
黄埔大道东	huang'pu'da'dao'dong
鱼珠总站	yu'zhu'zong'zhan
新洲码头	xin'zhou'ma'tou
晓港湾	xiao'gang'wan
盈丰路	ying'feng'lu
北山村总站	bei'shan'cun'zong'zhan
北山村	bei'shan'cun
仑头总站	lun'tou'zong'zhan
中华姓名博物馆	zhong'hua'xing'ming'bo'wu'guan
环村南路	huan'cun'nan'lu
广州大道南路口	guang'zhou'da'dao'nan'lu'kou
聚德西路口	ju'de'xi'lu'kou
龙潭立交西	long'tan'li'jiao'xi
小坪桥口	xiao'ping'qiao'kou
环滘工业区	huan'jiao'gong'ye'qu
环滘村路口	huan'jiao'cun'lu'kou
环滘村委会	huan'jiao'cun'wei'hui
环滘村总站	huan'jiao'cun'zong'zhan
环滘旧桥头	huan'jiao'jiu'qiao'tou
科华路	ke'hua'lu
农科院兽医研究所	nong'ke'yuan'shou'yi'yan'jiu'suo
四十七中汇景实验学校	si'shi'qi'zhong'hui'jing'shi'yan'xue'xiao
四十七中汇景实验学校北门	si'shi'qi'zhong'hui'jing'shi'yan'xue'xiao'bei'men
陈家祠总站	chen'jia'ci'zong'zhan
土华村	tu'hua'cun
土华路东	tu'hua'lu'dong
土华总站	tu'hua'zong'zhan
广州市儿童公园总站	guang'zhou'shi'er'tong'gong'yuan'zong'zhan
石井大道	shi'jing'da'dao
石井大道南	shi'jing'da'dao'nan
石井大道	shi'jing'da'dao
石井大道	shi'jing'da'dao
石井大道	shi'jing'da'dao
白云湖公园西湖北门	bai'yun'hu'gong'yuan'xi'hu'bei'men
滘心路口	jiao'xin'lu'kou
滘心市场	jiao'xin'shi'chang
滘心小学	jiao'xin'xiao'xue
滘心村总站	jiao'xin'cun'zong'zhan
晓港湾	xiao'gang'wan
南京路小区	nan'jing'lu'xiao'qu
西增路口	xi'zeng'lu'kou
黄边横路	huang'bian'heng'lu
黄边北路中	huang'bian'bei'lu'zhong
启德路总站	qi'de'lu'zong'zhan
奕西	yi'xi
禾仰	he'yang
保利心语花园总站	bao'li'xin'yu'hua'yuan'zong'zhan
保丰路	bao'feng'lu
港口路北	gang'kou'lu'bei
平洲立交	ping'zhou'li'jiao
太平路口	tai'ping'lu'kou
桂城长者颐乐中心	gui'cheng'zhang'zhe'yi'le'zhong'xin
平洲宾馆	ping'zhou'bin'guan
平洲玉器街	ping'zhou'yu'qi'jie
省人民医院平洲分院	sheng'ren'min'yi'yuan'ping'zhou'fen'yuan
平南市场	ping'nan'shi'chang
蓬涌	peng'yong
平西路口	ping'xi'lu'kou
平洲总站	ping'zhou'zong'zhan
南海第二人民医院	nan'hai'di'er'ren'min'yi'yuan
桂城交管所	gui'cheng'jiao'guan'suo
南洲北路总站	nan'zhou'bei'lu'zong'zhan
悦峰三街	yue'feng'san'jie
春满街	chun'man'jie
沙面新城	sha'mian'xin'cheng
黄岐行政服务中心	huang'qi'xing'zheng'fu'wu'zhong'xin
嘉洲花园西门	jia'zhou'hua'yuan'xi'men
北村闸	bei'cun'zha
名雅花园	ming'ya'hua'yuan
湖洲	hu'zhou
沙涌	sha'yong
上沙村	shang'sha'cun
绿地香树花城总站	lyu'di'xiang'shu'hua'cheng'zong'zhan
环洲三路西	huan'zhou'san'lu'xi
员村总站	yuan'cun'zong'zhan
花地大道南总站	hua'di'da'dao'nan'zong'zhan
黄岐第一城总站	huang'qi'di'yi'cheng'zong'zhan
黄岐百货大厦	huang'qi'bai'huo'da'sha
黄海路	huang'hai'lu
大石	da'shi
礼村	li'cun
香江动物园	xiang'jiang'dong'wu'yuan
猛涌	meng'yong
飘峰	piao'feng
万宝工业基地	wan'bao'gong'ye'ji'di
石壁路口	shi'bi'lu'kou
广州南站总站	guang'zhou'nan'zhan'zong'zhan
富石路	fu'shi'lu
石壁路口	shi'bi'lu'kou
谢村	xie'cun
锦绣文化中心	jin'xiu'wen'hua'zhong'xin
钟村市场	zhong'cun'shi'chang
锦绣生态园	jin'xiu'sheng'tai'yuan
大夫山北门	dai'fu'shan'bei'men
祈福医院	qi'fu'yi'yuan
祈福新邨总站	qi'fu'xin'cun'zong'zhan
海心沙公园	hai'xin'sha'gong'yuan
夏茅	xia'mao
站前路总站	zhan'qian'lu'zong'zhan
白马服装城	bai'ma'fu'zhuang'cheng
钟村	zhong'cun
敏捷集团	min'jie'ji'tuan
地铁市广路站	di'tie'shi'guang'lu'zhan
金山谷花园	jin'shan'gu'hua'yuan
小罗村	xiao'luo'cun
富豪山庄	fu'hao'shan'zhuang
左边村	zuo'bian'cun
丹山村	dan'shan'cun
丹山桥	dan'shan'qiao
百越广场东门	bai'yue'guang'chang'dong'men
市桥汽车站西门	shi'qiao'qi'che'zhan'xi'men
大北路	da'bei'lu
中医院分站	zhong'yi'yuan'fen'zhan
交通大厦分站	jiao'tong'da'sha'fen'zhan
邮电大厦	you'dian'da'sha
东秀园	dong'xiu'yuan
广场西路	guang'chang'xi'lu
东怡新区	dong'yi'xin'qu
清河市场	qing'he'shi'chang
石岗村	shi'gang'cun
金海岸花园	jin'hai'an'hua'yuan
番禺汽车客运站	pan'yu'qi'che'ke'yun'zhan
傍雁路临时公交总站	bang'yan'lu'lin'shi'gong'jiao'zong'zhan
番禺广场	pan'yu'guang'chang
星海公园	xing'hai'gong'yuan
雅居乐总站	ya'ju'le'zong'zhan
国际文化中心	guo'ji'wen'hua'zhong'xin
剑桥郡医院	jian'qiao'jun'yi'yuan
板桥东	ban'qiao'dong
南山公园	nan'shan'gong'yuan
南村医院	nan'cun'yi'yuan
南村综合市场	nan'cun'zong'he'shi'chang
南草塘	nan'cao'tang
岭南电缆厂	ling'nan'dian'lan'chang
利口福	li'kou'fu
陈边村	chen'bian'cun
地铁员岗站	di'tie'yuan'gang'zhan
员岗	yuan'gang
广州雅居乐	guang'zhou'ya'ju'le
官堂东	guan'tang'dong
官堂万达	guan'tang'wan'da
华南新城	hua'nan'xin'cheng
塘步东	tang'bu'dong
塘西	tang'xi
星河湾分站	xing'he'wan'fen'zhan
里仁洞	li'ren'dong
冼庄立交	xian'zhuang'li'jiao
万博翠湖花园	wan'bo'cui'hu'hua'yuan
龙美牌坊	long'mei'pai'fang
龙美村	long'mei'cun
番禺体育公园	pan'yu'ti'yu'gong'yuan
云星村	yun'xing'cun
黄编牌坊	huang'bian'pai'fang
市桥汽车站东门	shi'qiao'qi'che'zhan'dong'men
市桥汽车站	shi'qiao'qi'che'zhan
市桥街道办	shi'qiao'jie'dao'ban
节能科技园	jie'neng'ke'ji'yuan
南国奥林匹克花园	nan'guo'ao'lin'pi'ke'hua'yuan
地铁钟村站	di'tie'zhong'cun'zhan
锦绣香江分站	jin'xiu'xiang'jiang'fen'zhan
太古仓码头	tai'gu'cang'ma'tou
太古仓路总站	tai'gu'cang'lu'zong'zhan
革新路	ge'xin'lu
太古仓	tai'gu'cang
长隆旅游度假区总站	zhang'long'lyu'you'du'jia'qu'zong'zhan
南浦海滨花园	nan'pu'hai'bin'hua'yuan
广州碧桂园	guang'zhou'bi'gui'yuan
三山港中心小学	san'shan'gang'zhong'xin'xiao'xue
港口路中	gang'kou'lu'zhong
港口路南	gang'kou'lu'nan
环岛南路路口	huan'dao'nan'lu'lu'kou
礼村牌坊	li'cun'pai'fang
新月明珠花园	xin'yue'ming'zhu'hua'yuan
地铁大石站	di'tie'da'shi'zhan
河村	he'cun
植村	zhi'cun
礼村东	li'cun'dong
大石中心小学	da'shi'zhong'xin'xiao'xue
南浦三桥南	nan'pu'san'qiao'nan
南浦三桥北	nan'pu'san'qiao'bei
洛涛南区	luo'tao'nan'qu
东沙	dong'sha
石兴大道南	shi'xing'da'dao'nan
锦绣趣园	jin'xiu'qu'yuan
锦绣趣园东	jin'xiu'qu'yuan'dong
钟村小学	zhong'cun'xiao'xue
思蕴路总站	si'yun'lu'zong'zhan
天顺路	tian'shun'lu
神舟路南	shen'zhou'lu'nan
玉树新村	yu'shu'xin'cun
南云一路中	nan'yun'yi'lu'zhong
南云二路北	nan'yun'er'lu'bei
南云二路中	nan'yun'er'lu'zhong
南云二路南	nan'yun'er'lu'nan
科林路中	ke'lin'lu'zhong
南云五路	nan'yun'wu'lu
南云五路东	nan'yun'wu'lu'dong
科丰路北	ke'feng'lu'bei
科丰路中	ke'feng'lu'zhong
地铁文冲站	di'tie'wen'chong'zhan
石化生活区南	shi'hua'sheng'huo'qu'nan
大沙东总站	da'sha'dong'zong'zhan
航海学院正门	hang'hai'xue'yuan'zheng'men
玉树新村口	yu'shu'xin'cun'kou
开创大道立交	kai'chuang'da'dao'li'jiao
骏功路	jun'gong'lu
骏功路西	jun'gong'lu'xi
骏功路	jun'gong'lu
勒竹新村	lei'zhu'xin'cun
火村路口	huo'cun'lu'kou
小坑村	xiao'keng'cun
东捷路	dong'jie'lu
瑞和路北	rui'he'lu'bei
瑞和路北	rui'he'lu'bei
石桥新村	shi'qiao'xin'cun
开泰大道中	kai'tai'da'dao'zhong
开泰大道	kai'tai'da'dao
新乐路口	xin'le'lu'kou
新乐路	xin'le'lu
天丰路口	tian'feng'lu'kou
开泰大道	kai'tai'da'dao
沧头村总站	cang'tou'cun'zong'zhan
东兴市场	dong'xing'shi'chang
开发大道立交东	kai'fa'da'dao'li'jiao'dong
保利爱特城总站	bao'li'ai'te'cheng'zong'zhan
观达路中	guan'da'lu'zhong
云埔二路东	yun'bu'er'lu'dong
云埔二路	yun'bu'er'lu
云骏路	yun'jun'lu
天生路	tian'sheng'lu
双井村口	shuang'jing'cun'kou
东达路	dong'da'lu
东达路	dong'da'lu
埔南路东	bu'nan'lu'dong
埔南路中	bu'nan'lu'zhong
埔南路	bu'nan'lu
翠山路	cui'shan'lu
开达路南	kai'da'lu'nan
开达路中	kai'da'lu'zhong
开达路北	kai'da'lu'bei
地铁萝岗站	di'tie'luo'gang'zhan
开创大道	kai'chuang'da'dao
开创大道	kai'chuang'da'dao
地铁苏元站	di'tie'su'yuan'zhan
地铁暹岗站	di'tie'xian'gang'zhan
暹岗村西	xian'gang'cun'xi
开创大道	kai'chuang'da'dao
地铁金峰站	di'tie'jin'feng'zhan
开创大道	kai'chuang'da'dao
联和路口	lian'he'lu'kou
天鹿小区	tian'lu'xiao'qu
华扬路	hua'yang'lu
联和总站	lian'he'zong'zhan
岭南学院	ling'nan'xue'yuan
科学大道	ke'xue'da'dao
科学大道西	ke'xue'da'dao'xi
崖鹰石路	ya'ying'shi'lu
崖鹰石路北	ya'ying'shi'lu'bei
长安村口	chang'an'cun'kou
香山路	xiang'shan'lu
金峰园路	jin'feng'yuan'lu
光谱中路	guang'pu'zhong'lu
广州科技创新基地	guang'zhou'ke'ji'chuang'xin'ji'di
揽月路	lan'yue'lu
天丰路	tian'feng'lu
光谱中路东	guang'pu'zhong'lu'dong
长岭路总站	chang'ling'lu'zong'zhan
长岭路	chang'ling'lu
贤江西	xian'jiang'xi
贤江公园	xian'jiang'gong'yuan
贤江	xian'jiang
江东村	jiang'dong'cun
新丰路口	xin'feng'lu'kou
植树公园	zhi'shu'gong'yuan
生物研究院	sheng'wu'yan'jiu'yuan
开源大道中	kai'yuan'da'dao'zhong
黄埔区图书馆	huang'pu'qu'tu'shu'guan
香雪公寓	xiang'xue'gong'yu
香雪八路南	xiang'xue'ba'lu'nan
香雪八路中	xiang'xue'ba'lu'zhong
元贝	yuan'bei
峻祥路	jun'xiang'lu
科城山庄总站	ke'cheng'shan'zhuang'zong'zhan
岭头东	ling'tou'dong
市干部健康管理中心	shi'gan'bu'jian'kang'guan'li'zhong'xin
岭头	ling'tou
茅坦村	mao'tan'cun
长岭居小学	chang'ling'ju'xiao'xue
羌洞	qiang'dong
萝岭路	luo'ling'lu
黄埔区萝岗福利院	huang'pu'qu'luo'gang'fu'li'yuan
长贤路	zhang'xian'lu
水元东路	shui'yuan'dong'lu
元贝桥	yuan'bei'qiao
开萝大道	kai'luo'da'dao
开萝大道	kai'luo'da'dao
黄埔图书馆北	huang'pu'tu'shu'guan'bei
香雪大道	xiang'xue'da'dao
猛田村	meng'tian'cun
萝峰村	luo'feng'cun
坑围村	keng'wei'cun
萝岗	luo'gang
萝岗香雪总站	luo'gang'xiang'xue'zong'zhan
丰乐南路总站	feng'le'nan'lu'zong'zhan
怡港花园	yi'gang'hua'yuan
茅岗路南	mao'gang'lu'nan
坑田	keng'tian
坑头	keng'tou
地铁长平站	di'tie'chang'ping'zhan
地铁长平站	di'tie'chang'ping'zhan
新丰路	xin'feng'lu
新丰路中	xin'feng'lu'zhong
红旗路	hong'qi'lu
实地常春藤总站	shi'di'chang'chun'teng'zong'zhan
水西村委	shui'xi'cun'wei
水西村	shui'xi'cun
孖塘	ma'tang
屋角	wu'jiao
甘竹村口	gan'zhu'cun'kou
布岭路	bu'ling'lu
布岭路	bu'ling'lu
永和总站	yong'he'zong'zhan
永顺大道	yong'shun'da'dao
水南村总站	shui'nan'cun'zong'zhan
新墩大道	xin'dun'da'dao
新墩下基市场大街	xin'dun'xia'ji'shi'chang'da'jie
新墩村口	xin'dun'cun'kou
沧联总站	cang'lian'zong'zhan
长江路总站	chang'jiang'lu'zong'zhan
金州新邨	jin'zhou'xin'cun
长江路口	chang'jiang'lu'kou
深井文塔公园	shen'jing'wen'ta'gong'yuan
南田坊	nan'tian'fang
华工北路	hua'gong'bei'lu
华工北路东	hua'gong'bei'lu'dong
大学城客运中心总站	da'xue'cheng'ke'yun'zhong'xin'zong'zhan
联和墟	lian'he'xu
田心村	tian'xin'cun
联和北	lian'he'bei
天鹿湖郊野公园	tian'lu'hu'jiao'ye'gong'yuan
天鹿湖隧道北	tian'lu'hu'sui'dao'bei
康平路	kang'ping'lu
北社路中	bei'she'lu'zhong
北社路	bei'she'lu
天鹿湖老年人护理中心总站	tian'lu'hu'lao'nian'ren'hu'li'zhong'xin'zong'zhan
猛田村	meng'tian'cun
香雪大道图书馆北门	xiang'xue'da'dao'tu'shu'guan'bei'men
黄埔区青少年宫	huang'pu'qu'qing'shao'nian'gong
萝岗中心区公交站场	luo'gang'zhong'xin'qu'gong'jiao'zhan'chang
演艺中心北门	yan'yi'zhong'xin'bei'men
萝岗市民广场	luo'gang'shi'min'guang'chang
香雪二路	xiang'xue'er'lu
科学大道	ke'xue'da'dao
科学广场	ke'xue'guang'chang
地铁科学城站	di'tie'ke'xue'cheng'zhan
开泰大道	kai'tai'da'dao
科翔路	ke'xiang'lu
大观北路	da'guan'bei'lu
大观路北总站	da'guan'lu'bei'zong'zhan
力康路	li'kang'lu
萝岗万达广场总站	luo'gang'wan'da'guang'chang'zong'zhan
新阳西路口	xin'yang'xi'lu'kou
广州区块链国际创新中心	guang'zhou'qu'kuai'lian'guo'ji'chuang'xin'zhong'xin
伴河路	ban'he'lu
伴河路南	ban'he'lu'nan
果园一路	guo'yuan'yi'lu
骏达路中	jun'da'lu'zhong
东鹏大道	dong'peng'da'dao
骏业路中	jun'ye'lu'zhong
骏业路东	jun'ye'lu'dong
宏光路中	hong'guang'lu'zhong
出口加工区	chu'kou'jia'gong'qu
宏明路口	hong'ming'lu'kou
东区中学	dong'qu'zhong'xue
南岗总站	nan'gang'zong'zhan
科学城彩频路总站	ke'xue'cheng'cai'pin'lu'zong'zhan
光谱中路	guang'pu'zhong'lu
光谱东路	guang'pu'dong'lu
萝坎村	luo'kan'cun
华甫村	hua'fu'cun
萝格路口	luo'ge'lu'kou
云埔工业区口	yun'bu'gong'ye'qu'kou
岗贝村	gang'bei'cun
云骏路中	yun'jun'lu'zhong
云埔一路总站	yun'bu'yi'lu'zong'zhan
新桂路	xin'gui'lu
新桂路南	xin'gui'lu'nan
大观路	da'guan'lu
科翔路	ke'xiang'lu
科翔路	ke'xiang'lu
发源路中	fa'yuan'lu'zhong
发源路	fa'yuan'lu
中海公寓	zhong'hai'gong'yu
洋城一路	yang'cheng'yi'lu
中海誉城总站	zhong'hai'yu'cheng'zong'zhan
萝峰村口	luo'feng'cun'kou
萝峰小学	luo'feng'xiao'xue
荔红路	li'hong'lu
荔红中路	li'hong'zhong'lu
瑞和路	rui'he'lu
瑞和路南	rui'he'lu'nan
火村东	huo'cun'dong
东明二路	dong'ming'er'lu
赵溪路口	zhao'xi'lu'kou
勒竹旧村	lei'zhu'jiu'cun
乌石村北	wu'shi'cun'bei
东鹏大道	dong'peng'da'dao
笔村总站	bi'cun'zong'zhan
笔岗村	bi'gang'cun
茅岗口	mao'gang'kou
茅岗村	mao'gang'cun
护林路	hu'lin'lu
护林路中	hu'lin'lu'zhong
护林路	hu'lin'lu
启学路	qi'xue'lu
启学路	qi'xue'lu
笔村总站	bi'cun'zong'zhan
圣堂街北	sheng'tang'jie'bei
笔岗村口	bi'gang'cun'kou
宏明路中	hong'ming'lu'zhong
沧联市场	cang'lian'shi'chang
沧联社区	cang'lian'she'qu
沧联小学	cang'lian'xiao'xue
沧联二路	cang'lian'er'lu
沧头桥	cang'tou'qiao
东达路南	dong'da'lu'nan
诚联公园	cheng'lian'gong'yuan
埔北路	bu'bei'lu
春分路总站	chun'fen'lu'zong'zhan
斗塘路东	dou'tang'lu'dong
香荔路北	xiang'li'lu'bei
香荔路	xiang'li'lu
香荔二路	xiang'li'er'lu
树吓村	shu'xia'cun
新庄村委	xin'zhuang'cun'wei
甘竹村	gan'zhu'cun
来安四街	lai'an'si'jie
来安三街	lai'an'san'jie
永丰路	yong'feng'lu
华峰寺总站	hua'feng'si'zong'zhan
华峰路口	hua'feng'lu'kou
华峰路	hua'feng'lu
莲塘村	lian'tang'cun
九太路	jiu'tai'lu
燕塘村	yan'tang'cun
岗埔街	gang'bu'jie
重岗村	zhong'gang'cun
新村一巷	xin'cun'yi'xiang
驳塘街	bo'tang'jie
山龙村委	shan'long'cun'wei
九佛二中北门	jiu'fu'er'zhong'bei'men
九龙镇新市场	jiu'long'zhen'xin'shi'chang
荷棠下村	he'tang'xia'cun
九龙镇政府	jiu'long'zhen'zheng'fu
长庚村总站	chang'geng'cun'zong'zhan
知识城南	zhi'shi'cheng'nan
创新大道	chuang'xin'da'dao
会元学校	hui'yuan'xue'xiao
凤湖四路	feng'hu'si'lu
棠下村口	tang'xia'cun'kou
长棠路口	zhang'tang'lu'kou
埔心村口	bu'xin'cun'kou
地铁知识城站	di'tie'zhi'shi'cheng'zhan
九龙镇政府	jiu'long'zhen'zheng'fu
九太路口	jiu'tai'lu'kou
七星庄	qi'xing'zhuang
地铁枫下站	di'tie'feng'xia'zhan
枫下村	feng'xia'cun
枫下村北	feng'xia'cun'bei
蟹庄村口	xie'zhuang'cun'kou
新南村	xin'nan'cun
九龙大道	jiu'long'da'dao
富田岗	fu'tian'gang
凤凰二路西	feng'huang'er'lu'xi
凤凰二路中	feng'huang'er'lu'zhong
凤凰一横路北	feng'huang'yi'heng'lu'bei
凤凰一横路	feng'huang'yi'heng'lu
凤凰四路东	feng'huang'si'lu'dong
凤凰三横路南	feng'huang'san'heng'lu'nan
知识城北安置区	zhi'shi'cheng'bei'an'zhi'qu
凤凰一横路南	feng'huang'yi'heng'lu'nan
知识城南	zhi'shi'cheng'nan
狮龙大道北	shi'long'da'dao'bei
棠上路总站	tang'shang'lu'zong'zhan
棠上路口	tang'shang'lu'kou
粤芯路	yue'xin'lu
凤凰五路中	feng'huang'wu'lu'zhong
知识城政务中心	zhi'shi'cheng'zheng'wu'zhong'xin
佛公路	fu'gong'lu
凤尾村委	feng'wei'cun'wei
凤尾路	feng'wei'lu
凤尾村	feng'wei'cun
凤尾村总站	feng'wei'cun'zong'zhan
地铁红卫站	di'tie'hong'wei'zhan
玉树新村总站	yu'shu'xin'cun'zong'zhan
玉树新村路口	yu'shu'xin'cun'lu'kou
南翔二路	nan'xiang'er'lu
南翔二路中	nan'xiang'er'lu'zhong
南翔二路东	nan'xiang'er'lu'dong
南云四路	nan'yun'si'lu
南翔三路	nan'xiang'san'lu
南云三路南	nan'yun'san'lu'nan
南云五路口	nan'yun'wu'lu'kou
班岭村口	ban'ling'cun'kou
黄麻村	huang'ma'cun
长龙村西	chang'long'cun'xi
长龙村	chang'long'cun
永顺大道总站	yong'shun'da'dao'zong'zhan
地铁何棠下站	di'tie'he'tang'xia'zhan
地铁旺村站	di'tie'wang'cun'zhan
坳岗	ao'gang
业田村	ye'tian'cun
地铁汤村站	di'tie'tang'cun'zhan
广州商学院	guang'zhou'shang'xue'yuan
石沥村口	shi'li'cun'kou
五福堂	wu'fu'tang
地铁镇龙北站	di'tie'zhen'long'bei'zhan
向西村口	xiang'xi'cun'kou
镇龙墟	zhen'long'xu
地铁镇龙西站	di'tie'zhen'long'xi'zhan
镇龙医院	zhen'long'yi'yuan
镇龙一中	zhen'long'yi'zhong
福洞村路口	fu'dong'cun'lu'kou
均和村	jun'he'cun
旗冚村	qi'kan'cun
朱屋	zhu'wu
邓家	deng'jia
金坑	jin'keng
澳洲山庄	ao'zhou'shan'zhuang
李伯坳	li'bo'ao
芳二社	fang'er'she
黄登村口	huang'deng'cun'kou
芳一社	fang'yi'she
木摾水库	mu'jiang'shui'ku
长平村	chang'ping'cun
地铁金坑站	di'tie'jin'keng'zhan
长福路总站	zhang'fu'lu'zong'zhan
长福路口	zhang'fu'lu'kou
天鹿湖森林公园北门	tian'lu'hu'sen'lin'gong'yuan'bei'men
慕园村	mu'yuan'cun
八斗立交北	ba'dou'li'jiao'bei
天鹿北路	tian'lu'bei'lu
八斗村	ba'dou'cun
茶山下	cha'shan'xia
兴太三路	xing'tai'san'lu
